iso_code,continent,location,date,total_cases,month,new_cases,new_cases_smoothed,total_deaths,new_deaths,people_vaccinated,life_expectancy,human_development_index,excess_mortality,vaccine,total_vaccinations,recovery_count,age_years,Total_deaths,COVID-19_Deaths
SLB,Oceania,Solomon Islands,6/28/21,20,21-Jun,5,0,,,,73,0.567,,Sinovac,640232,NewlyRecovered,Female Below 30,4754,124
SOM,Africa,Somalia,6/28/21,14933,21-Jun,7,9.429,775,0,137981,57.4,,,OxfordAstraZeneca,44961,SeriousCritical,Female Above 30 and Below 65,22571,2499
ZAF,Africa,South Africa,6/28/21,1941119,21-Jun,5,15520,60038,138,2787996,64.13,0.709,,OxfordAstraZeneca,333289,Mild,Male Above 65,9343,829
KOR,Asia,South Korea,6/28/21,156167,21-Jun,0,609.429,2017,2,15304120,83.03,0.916,,Moderna,53610,TotalRecovered,Male Above 30 and Below 65,15199,1474
SSD,Africa,South Sudan,6/28/21,10824,21-Jun,10,5.429,116,1,42166,57.85,0.433,,JohnsonJohnson,94539,NewlyRecovered,Male Below 30,41556,6237
ESP,Europe,Spain,6/28/21,3792642,21-Jun,10,3998.714,80789,10,,83.56,0.904,,OxfordAstraZeneca,151216,NewlyRecovered,Female Above 65,39204,5309
LKA,Asia,Sri Lanka,6/28/21,255508,21-Jun,4,1955.429,2985,41,2605558,76.98,0.782,,OxfordAstraZeneca,7473179,SeriousCritical,Female Below 30,38574,5050
SDN,Africa,Sudan,6/28/21,36620,21-Jun,5,39,2754,0,550291,65.31,0.51,,JohnsonJohnson,26,NewlyRecovered,Female Above 30 and Below 65,3752,65
SUR,South America,Suriname,6/28/21,21360,21-Jun,4,174.143,512,5,157982,71.68,0.738,,JohnsonJohnson,55848,SeriousCritical,Male Above 65,20534,2192
SWE,Europe,Sweden,6/28/21,1088896,21-Jun,0,608.571,14619,0,,82.8,0.945,,JohnsonJohnson,5,Mild,Male Above 30 and Below 65,14445,1388
CHE,Europe,Switzerland,6/28/21,702746,21-Jun,8,107.429,10885,3,,83.78,0.955,,Moderna,4,TotalRecovered,Male Below 30,1835,74
SYR,Asia,Syria,6/28/21,25442,21-Jun,1,40.571,1870,3,,72.7,0.567,,OxfordAstraZeneca,7556219,NewlyRecovered,Female Above 65,23116,2374
TWN,Asia,Taiwan,6/28/21,14694,21-Jun,75,87.714,635,3,1926572,80.46,,,PfizerBioNTech,32648,SeriousCritical,Male Above 65,38574,5050
TJK,Asia,Tajikistan,6/28/21,13460,21-Jun,9,21.714,90,0,,71.1,0.668,,OxfordAstraZeneca,269591,Mild,Male Above 30 and Below 65,18492,1907
TZA,Africa,Tanzania,6/28/21,509,21-Jun,0,0,21,0,,65.46,0.529,,Moderna,74016,TotalRecovered,Male Below 30,204,3
THA,Asia,Thailand,6/28/21,249853,21-Jun,2,4078.143,1934,22,6721038,77.15,0.777,,OxfordAstraZeneca,194383,NewlyRecovered,Female Above 65,2702,127
TLS,Asia,Timor,6/28/21,9055,21-Jun,4,46.714,21,0,,69.5,0.606,,PfizerBioNTech,1466214,SeriousCritical,Female Below 30,35264,4206
TGO,Africa,Togo,6/28/21,13846,21-Jun,,16.429,128,0,,61.04,0.515,,JohnsonJohnson,391734,Mild,Male Above 65,4403,97
TTO,North America,Trinidad and Tobago,6/28/21,32343,21-Jun,2,225.143,822,5,211363,73.51,0.796,,PfizerBioNTech,322027,TotalRecovered,Male Above 30 and Below 65,7262,554
TUN,Africa,Tunisia,6/28/21,408931,21-Jun,0,3357.571,14737,83,,76.7,0.74,,Moderna,68858013,NewlyRecovered,Male Below 30,315,3
TUR,Asia,Turkey,6/28/21,5414310,21-Jun,6,5531,49634,58,33934402,77.69,0.82,,Sinovac,830628,SeriousCritical,Female Above 65,5077,432
UGA,Africa,Uganda,6/28/21,79089,21-Jun,1,915.714,956,53,,63.37,0.544,,Sinovac,562744,Mild,Female Below 30,2374,126
UKR,Europe,Ukraine,6/28/21,2298478,21-Jun,1,965.143,54517,19,1912469,72.06,0.779,,PfizerBioNTech,143745,TotalRecovered,Female Above 30 and Below 65,44395,6546
ARE,Asia,United Arab Emirates,6/28/21,628976,21-Jun,6,2140.429,1802,6,,77.97,0.89,,OxfordAstraZeneca,383508,NewlyRecovered,Male Above 65,44526,6471
GBR,Europe,United Kingdom,6/28/21,4771367,21-Jun,0,16404.429,128367,3,,81.32,0.932,,Moderna,94678,Mild,Male Above 30 and Below 65,44802,6290
USA,North America,United States,6/28/21,33640502,21-Jun,8,12318.143,604115,150,179615165,78.86,0.926,,OxfordAstraZeneca,4458360,TotalRecovered,Male Below 30,44526,6471
URY,South America,Uruguay,6/28/21,366915,21-Jun,0,1504.714,5524,30,,77.91,0.817,,PfizerBioNTech,4281764,NewlyRecovered,Female Above 65,5638,163
UZB,Asia,Uzbekistan,6/28/21,109692,21-Jun,5,462.857,731,2,,71.72,0.72,,OxfordAstraZeneca,10079638,SeriousCritical,Female Below 30,26496,3114
VUT,Oceania,Vanuatu,6/28/21,4,21-Jun,20,0,1,0,,70.47,0.609,,JohnsonJohnson,1871546,Mild,Female Above 30 and Below 65,7174,438
VAT,Europe,Vatican,6/28/21,27,21-Jun,,0,,,,75.12,,,OxfordAstraZeneca,,TotalRecovered,Male Above 65,10556,30
VEN,South America,Venezuela,6/28/21,269635,21-Jun,3,1085.286,3068,0,,72.06,0.711,,OxfordAstraZeneca,,NewlyRecovered,Male Above 30 and Below 65,3603,210
VNM,Asia,Vietnam,6/28/21,16136,21-Jun,1,372.286,78,2,3324110,75.4,0.704,,OxfordAstraZeneca,,SeriousCritical,Male Below 30,3939,277
YEM,Asia,Yemen,6/28/21,6909,21-Jun,2,2.857,1361,1,,66.12,0.47,,OxfordAstraZeneca,,TotalRecovered,Female Above 65,16987,1651
ZMB,Africa,Zambia,6/28/21,149661,21-Jun,0,2718.571,2091,69,,63.89,0.584,,OxfordAstraZeneca,,NewlyRecovered,Male Above 65,198,2
ZWE,Africa,Zimbabwe,6/28/21,47284,21-Jun,0,727,1749,13,,61.49,0.571,,OxfordAstraZeneca,,SeriousCritical,Male Above 30 and Below 65,7174,438
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,397637,907,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,Mild,Male Below 30,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,6000,800,265545768,69.66,0.645,,OxfordAstraZeneca,163032,TotalRecovered,Female Above 65,4000,4000
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,45000,907,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,NewlyRecovered,Female Below 30,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,7,48433.714,397637,300,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,SeriousCritical,Female Above 30 and Below 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,70000,907,265545768,69.66,0.645,,OxfordAstraZeneca,566082,Mild,Male Above 30 and Below 65,41363,6045
IND,Asia,India,6/28/21,30316897,21-Jun,10,48433.714,397637,600,265545768,69.66,0.645,,OxfordAstraZeneca,82622178,TotalRecovered,Male Below 30,2868,500
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,30000,200,265545768,69.66,0.645,,OxfordAstraZeneca,10450,NewlyRecovered,Female Above 65,250,1000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,1000000,907,265545768,69.66,0.645,,OxfordAstraZeneca,1873498,SeriousCritical,Female Below 30,40580,5683
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,4,1692.714,4730,211,,64.83,0.511,,OxfordAstraZeneca,10804437,Mild,Female Above 30 and Below 65,14445,1388
ALB,Europe,Bangladesh,6/28/21,4,21-Jun,5,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,TotalRecovered,Male Above 65,1835,74
DZA,Africa,Algeria,6/28/21,138840,21-Jun,4,363.714,3699,6,,76.88,0.748,,OxfordAstraZeneca,518004,NewlyRecovered,Male Above 30 and Below 65,44392,6443
AND,Europe,Andorra,6/28/21,13882,21-Jun,0,2.571,127,0,,83.73,0.868,,OxfordAstraZeneca,298706,SeriousCritical,Male Below 30,10810,1128
AGO,Africa,Angola,6/28/21,38613,21-Jun,8,123.571,891,2,943301,61.15,0.581,,OxfordAstraZeneca,3028162,Mild,Female Above 65,44504,5641
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,1,0,42,0,,77.02,0.778,,OxfordAstraZeneca,23,NewlyRecovered,Female Below 30,228,1
ARG,South America,Argentina,6/28/21,4423636,21-Jun,1,20891.571,93142,574,15993494,76.67,0.845,,OxfordAstraZeneca,2707983,SeriousCritical,Male Above 65,2203,81
ARM,Asia,Armenia,6/28/21,224851,21-Jun,9,85.429,4510,2,,75.09,0.776,,OxfordAstraZeneca,4,NewlyRecovered,Male Above 30 and Below 65,44502,6455
ABW,North America,Aruba,6/28/21,,21-Jun,0,,,,67457,76.29,,,OxfordAstraZeneca,533,SeriousCritical,Male Below 30,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,2,27.714,910,0,6152645,83.44,0.944,,OxfordAstraZeneca,2975738,NewlyRecovered,Female Above 65,10556,30
AUT,Europe,Austria,6/28/21,650324,21-Jun,4,93.429,10701,1,4692442,81.54,0.922,,OxfordAstraZeneca,9020928,SeriousCritical,Female Below 30,14445,1388
AZE,Asia,Azerbaijan,6/28/21,335874,21-Jun,,50.429,4970,2,2139001,73,0.756,,OxfordAstraZeneca,10026,Mild,Female Above 30 and Below 65,1353,37
BHS,North America,Bahamas,6/28/21,12467,21-Jun,2,14.714,245,0,,73.92,0.814,,OxfordAstraZeneca,293234,TotalRecovered,Male Above 65,27334,3160
BHR,Asia,Bahrain,6/28/21,265477,21-Jun,0,311.714,1348,3,1054837,77.29,0.852,,OxfordAstraZeneca,315676,NewlyRecovered,Male Above 30 and Below 65,5731,217
BGD,Asia,Bangladesh,6/28/21,5,21-Jun,6,5780.857,14276,0,5823245,72.59,0.632,,OxfordAstraZeneca,8886,SeriousCritical,Male Below 30,42328,5286
BRB,North America,Barbados,6/28/21,4077,21-Jun,1,4.571,47,0,,79.19,0.814,,OxfordAstraZeneca,342263,Mild,Female Above 65,2337,112
BLR,Europe,Belarus,6/28/21,415780,21-Jun,1,661,3122,9,,74.79,0.823,,OxfordAstraZeneca,168953,TotalRecovered,Female Below 30,44392,6443
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,6,548.286,25168,8,7013433,81.63,0.931,,OxfordAstraZeneca,566082,NewlyRecovered,Female Above 30 and Below 65,41363,6045
BLZ,North America,Belize,6/28/21,13189,21-Jun,0,21.429,329,0,,74.62,0.716,,OxfordAstraZeneca,82622178,SeriousCritical,Male Above 65,2868,39
BEN,Africa,Benin,6/28/21,8170,21-Jun,8,4.286,104,0,36188,61.77,0.545,,OxfordAstraZeneca,36223,Mild,Male Above 30 and Below 65,13015,1197
BTN,Asia,Bhutan,6/28/21,2062,21-Jun,0,17.571,1,0,,71.78,0.654,,OxfordAstraZeneca,70268,TotalRecovered,Male Below 30,204,3
BOL,South America,Bolivia,6/28/21,435568,21-Jun,5,1822.429,16631,50,1788228,71.51,0.718,,OxfordAstraZeneca,3188,NewlyRecovered,Female Above 65,14386,1580
BIH,Europe,Bosnia and Herzegovina,6/28/21,204991,21-Jun,20,18.714,9658,3,,77.4,0.78,,OxfordAstraZeneca,277708,SeriousCritical,Male Above 65,676,2
BWA,Africa,Botswana,6/28/21,69680,21-Jun,,553.143,1125,30,,69.59,0.735,,OxfordAstraZeneca,4003939,Mild,Male Above 30 and Below 65,3391,217
BRA,South America,Brazil,6/28/21,18448402,21-Jun,3,68795.857,514092,618,71291563,75.88,0.765,,OxfordAstraZeneca,10389329,TotalRecovered,Male Below 30,198,2
BRN,Asia,Brunei,6/28/21,259,21-Jun,1,0.571,3,0,,75.86,0.838,,OxfordAstraZeneca,30454,NewlyRecovered,Female Above 65,563,4
BGR,Europe,Bulgaria,6/28/21,421646,21-Jun,2,70.571,18040,13,944704,75.05,0.816,,OxfordAstraZeneca,32991282,SeriousCritical,Female Below 30,8208,816
BFA,Africa,Burkina Faso,6/28/21,13479,21-Jun,0,1.429,168,0,25833,61.58,0.452,,OxfordAstraZeneca,1262,Mild,Female Above 30 and Below 65,511,3
BDI,Africa,Burundi,6/28/21,5423,21-Jun,0,25.857,8,0,,61.58,0.433,,OxfordAstraZeneca,8696,TotalRecovered,Male Above 30 and Below 65,1380,31
KHM,Asia,Cambodia,6/28/21,48532,21-Jun,2,726.571,556,16,4019751,69.82,0.594,,OxfordAstraZeneca,3458360,NewlyRecovered,Male Below 30,1380,31
CMR,Africa,Cameroon,6/28/21,80487,21-Jun,2,22.714,1320,0,88333,59.29,0.563,,OxfordAstraZeneca,38623102,SeriousCritical,Female Above 65,40580,5683
CAN,North America,Canada,6/28/21,1421695,21-Jun,5,637,26215,28,25610293,82.43,0.929,,OxfordAstraZeneca,113339,Mild,Female Below 30,40580,5683
CPV,Africa,Cape Verde,6/28/21,32399,21-Jun,7,51.429,286,0,76390,72.98,0.665,,OxfordAstraZeneca,19302,TotalRecovered,Female Above 30 and Below 65,1641,14
CYM,North America,Cayman Islands,6/28/21,,21-Jun,5,,,,48262,83.92,,,OxfordAstraZeneca,69579,NewlyRecovered,Male Above 65,5379,171
CAF,Africa,Central African Republic,6/28/21,7141,21-Jun,0,1.714,98,0,,53.28,0.397,,PfizerBioNTech,1644401,SeriousCritical,Male Above 30 and Below 65,25561,2968
TCD,Africa,Chad,6/28/21,4951,21-Jun,10,0.571,174,0,,54.24,0.398,,Moderna,24951,TotalRecovered,Male Below 30,433,9
CHL,South America,Chile,6/28/21,1551137,21-Jun,10,4130.571,32454,156,,80.18,0.851,,Moderna,656926,NewlyRecovered,Female Above 65,48343,6719
CHN,Asia,China,6/28/21,91825,21-Jun,4,20.429,4636,0,,76.91,0.761,,JohnsonJohnson,1622000,SeriousCritical,Female Below 30,48321,7079
COL,South America,Colombia,6/28/21,4187194,21-Jun,5,31255.571,105326,648,,77.29,0.767,,PfizerBioNTech,2763676,Mild,Female Above 30 and Below 65,6649,400
COM,Africa,Comoros,6/28/21,3912,21-Jun,4,0,146,0,,64.32,0.554,,JohnsonJohnson,11517956,TotalRecovered,Female Above 65,2374,126
COG,Africa,Congo,6/28/21,12485,21-Jun,0,26.714,165,0,,64.57,0.574,,OxfordAstraZeneca,43144,NewlyRecovered,Female Below 30,38574,5050
CRI,North America,Costa Rica,6/28/21,364304,21-Jun,8,1458.429,4648,46,,80.28,0.81,,OxfordAstraZeneca,322211,SeriousCritical,Female Above 30 and Below 65,21784,2364
CIV,Africa,Cote d'Ivoire,6/28/21,48203,21-Jun,1,22.286,313,1,745327,57.78,0.538,,OxfordAstraZeneca,306725,Mild,Male Above 65,347,8
HRV,Europe,Croatia,6/28/21,359666,21-Jun,75,68.857,8202,2,1482581,78.49,0.851,,OxfordAstraZeneca,9127,TotalRecovered,Male Above 30 and Below 65,27516,3296
CUB,North America,Cuba,6/28/21,184943,21-Jun,9,2225.429,1253,12,,78.8,0.783,,OxfordAstraZeneca,176989,NewlyRecovered,Male Below 30,1380,31
CUW,North America,Curacao,6/28/21,,21-Jun,0,,,,88632,78.88,,,OxfordAstraZeneca,184859,SeriousCritical,Female Above 65,5078,123
CYP,Europe,Cyprus,6/28/21,75099,21-Jun,2,198.429,374,0,,80.98,0.887,,OxfordAstraZeneca,204468,Mild,Female Below 30,37330,4373
CZE,Europe,Czechia,6/28/21,1666947,21-Jun,4,123.571,30298,0,4994613,79.38,0.9,,OxfordAstraZeneca,171716,TotalRecovered,Female Above 30 and Below 65,3391,217
COD,Africa,Democratic Republic of Congo,6/28/21,40439,21-Jun,,359,916,0,,60.68,0.48,,OxfordAstraZeneca,1778648,NewlyRecovered,Male Above 65,44166,6610
DNK,Europe,Denmark,6/28/21,293916,21-Jun,2,185.429,2534,1,3281015,80.9,0.94,,OxfordAstraZeneca,24608,Mild,Male Above 30 and Below 65,48343,6719
DJI,Africa,Djibouti,6/28/21,11601,21-Jun,0,1.429,155,0,,67.11,0.524,,OxfordAstraZeneca,218095,TotalRecovered,Male Below 30,3541,50
DMA,North America,Dominica,6/28/21,193,21-Jun,6,0.286,,,,75,0.742,,OxfordAstraZeneca,17,NewlyRecovered,Female Above 65,9343,829
DOM,North America,Dominican Republic,6/28/21,323650,21-Jun,1,857.857,3801,4,,74.08,0.756,,OxfordAstraZeneca,2954838,SeriousCritical,Female Below 30,945,21
ECU,South America,Ecuador,6/28/21,455743,21-Jun,1,1301.429,21523,0,,77.01,0.759,,OxfordAstraZeneca,179606,TotalRecovered,Female Above 30 and Below 65,40580,5683
EGY,Africa,Egypt,6/28/21,280770,21-Jun,6,424.714,16125,33,,71.99,0.707,,OxfordAstraZeneca,15195,NewlyRecovered,Male Above 65,13444,1485
SLV,North America,El Salvador,6/28/21,78766,21-Jun,0,183.143,2371,4,,73.32,0.673,,OxfordAstraZeneca,1567267,SeriousCritical,Male Above 30 and Below 65,10556,30
GNQ,Africa,Equatorial Guinea,6/28/21,8723,21-Jun,8,2.143,121,0,,58.74,0.592,,OxfordAstraZeneca,1807866,Mild,Male Below 30,3343,160
ERI,Africa,Eritrea,6/28/21,5884,21-Jun,0,66.143,22,1,,66.32,0.459,,OxfordAstraZeneca,646291,TotalRecovered,Female Above 65,39204,5309
EST,Europe,Estonia,6/28/21,130983,21-Jun,5,23.571,1269,0,555280,78.74,0.892,,OxfordAstraZeneca,25646,NewlyRecovered,Male Above 65,30967,3502
SWZ,Africa,Eswatini,6/28/21,19084,21-Jun,20,36.143,678,0,,60.19,0.611,,OxfordAstraZeneca,1870855,SeriousCritical,Male Above 30 and Below 65,676,2
ETH,Africa,Ethiopia,6/28/21,275974,21-Jun,,93.714,4315,1,,66.6,0.485,,OxfordAstraZeneca,121125577,Mild,Male Below 30,10358,943
FRO,Europe,Faeroe Islands,6/28/21,,21-Jun,3,,,,28060,80.67,,,OxfordAstraZeneca,186127467,TotalRecovered,Female Above 65,2563,123
FJI,Oceania,Fiji,6/28/21,3832,21-Jun,1,248.857,17,2,,67.44,0.743,,OxfordAstraZeneca,6062839,NewlyRecovered,Female Below 30,210,3
FIN,Europe,Finland,6/28/21,95168,21-Jun,2,112.714,969,0,3227042,81.91,0.938,,OxfordAstraZeneca,10450,SeriousCritical,Female Above 30 and Below 65,250,1
FRA,Europe,France,6/28/21,5832490,21-Jun,0,1843.714,111174,44,,82.66,0.901,,OxfordAstraZeneca,597717,Mild,Male Above 30 and Below 65,210,3
GAB,Africa,Gabon,6/28/21,24984,21-Jun,0,17.143,159,0,,66.47,0.703,,OxfordAstraZeneca,2653189,TotalRecovered,Male Below 30,352,6
GMB,Africa,Gambia,6/28/21,6069,21-Jun,2,3.429,181,0,,62.05,0.496,,OxfordAstraZeneca,7763195,NewlyRecovered,Female Above 65,13015,1397
GEO,Asia,Georgia,6/28/21,363874,21-Jun,2,676.143,5275,9,254737,73.77,0.812,,OxfordAstraZeneca,70,NewlyRecovered,Female Below 30,2868,39
DEU,Europe,Germany,6/28/21,3734830,21-Jun,5,601.571,90826,58,44886784,81.33,0.947,,OxfordAstraZeneca,30602125,SeriousCritical,Female Above 30 and Below 65,3541,50
GHA,Africa,Ghana,6/28/21,95476,21-Jun,7,59.571,795,0,,64.07,0.611,,OxfordAstraZeneca,1,Mild,Male Above 65,19423,1953
GRC,Europe,Greece,6/28/21,421266,21-Jun,5,388.286,12663,8,4762181,82.24,0.888,,OxfordAstraZeneca,219676,TotalRecovered,Male Above 30 and Below 65,2374,126
GRL,North America,Greenland,6/28/21,,21-Jun,0,,,,25298,71.7,,,OxfordAstraZeneca,306124,TotalRecovered,Male Below 30,181,1
GRD,North America,Grenada,6/28/21,161,21-Jun,10,0,1,0,,72.4,0.779,,OxfordAstraZeneca,297824,NewlyRecovered,Female Above 65,7262,554
GTM,North America,Guatemala,6/28/21,291977,21-Jun,10,1589,9089,39,,74.3,0.663,,OxfordAstraZeneca,12798,SeriousCritical,Female Below 30,2868,39
GIN,Africa,Guinea,6/28/21,23744,21-Jun,4,29.857,168,0,,61.6,0.477,,OxfordAstraZeneca,215678,Mild,Female Above 30 and Below 65,3603,210
GNB,Africa,Guinea-Bissau,6/28/21,3846,21-Jun,5,3,69,0,21855,58.32,0.48,,OxfordAstraZeneca,912824,TotalRecovered,Female Above 65,37780,4802
GUY,South America,Guyana,6/28/21,19891,21-Jun,4,106.714,466,4,,69.91,0.682,,OxfordAstraZeneca,0,NewlyRecovered,Female Below 30,3453,47
HTI,North America,Haiti,6/28/21,18212,21-Jun,0,164.429,413,13,,64,0.51,,OxfordAstraZeneca,217059,SeriousCritical,Female Above 30 and Below 65,11721,1007
HND,North America,Honduras,6/28/21,260331,21-Jun,8,876.714,6922,6,,75.27,0.634,,OxfordAstraZeneca,721192,Mild,Male Above 65,181,1
HKG,Asia,Hong Kong,6/28/21,11920,21-Jun,1,4.429,210,0,2179683,84.86,0.949,,OxfordAstraZeneca,248526,TotalRecovered,Male Above 30 and Below 65,352,6
HUN,Europe,Hungary,6/28/21,808042,21-Jun,75,58.857,29989,9,5477405,76.88,0.854,,OxfordAstraZeneca,3307113,NewlyRecovered,Male Below 30,34630,4076
ISL,Europe,Iceland,6/28/21,6555,21-Jun,9,0,29,0,,82.99,0.949,,OxfordAstraZeneca,1067158,SeriousCritical,Female Above 65,5731,217
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,907,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,Mild,Female Below 30,5078,123
IDN,Asia,Indonesia,6/28/21,2135998,21-Jun,2,18793.286,57561,423,27419898,71.72,0.718,,OxfordAstraZeneca,187096,TotalRecovered,Female Above 30 and Below 65,39550,4959
IRN,Asia,Iran,6/28/21,3180092,21-Jun,4,10638.857,83985,140,,76.68,0.783,,OxfordAstraZeneca,563768,NewlyRecovered,Male Above 65,13015,1197
IRQ,Asia,Iraq,6/28/21,1332046,21-Jun,,5620.857,17121,30,,70.6,0.674,,OxfordAstraZeneca,325091,NewlyRecovered,Male Above 30 and Below 65,1835,74
IRL,Europe,Ireland,6/28/21,271589,21-Jun,2,324,4989,0,,82.3,0.955,,OxfordAstraZeneca,361802,SeriousCritical,Male Below 30,44166,6610
IMN,Europe,Isle of Man,6/28/21,,21-Jun,0,,,,63236,81.4,,,OxfordAstraZeneca,48221685,Mild,Female Above 65,36127,4512
ISR,Asia,Israel,6/28/21,841196,21-Jun,6,172.286,6429,0,5566179,82.97,0.919,,OxfordAstraZeneca,4804950,TotalRecovered,Female Below 30,7262,554
ITA,Europe,Italy,6/28/21,4258456,21-Jun,1,713.714,127500,28,33582287,83.51,0.892,,OxfordAstraZeneca,4461960,NewlyRecovered,Female Above 30 and Below 65,6205,307
JAM,North America,Jamaica,6/28/21,50054,21-Jun,1,48.857,1061,0,,74.47,0.734,,OxfordAstraZeneca,24084,TotalRecovered,Male Above 65,39550,4959
JPN,Asia,Japan,6/28/21,797084,21-Jun,6,1502.571,14659,38,28049718,84.63,0.919,,OxfordAstraZeneca,5,NewlyRecovered,Male Above 30 and Below 65,44974,5677
JOR,Asia,Jordan,6/28/21,750389,21-Jun,0,484.143,9737,10,2371379,74.53,0.729,,OxfordAstraZeneca,42596130,SeriousCritical,Male Below 30,30967,3502
KAZ,Asia,Kazakhstan,6/28/21,478063,21-Jun,8,1570.571,3527,3,3165155,73.6,0.825,,OxfordAstraZeneca,41010,Mild,Female Above 65,901,7
KEN,Africa,Kenya,6/28/21,182884,21-Jun,0,513,3612,17,1003204,66.7,0.601,,OxfordAstraZeneca,10437,TotalRecovered,Male Above 65,20534,2192
KIR,Oceania,Kiribati,6/28/21,2,21-Jun,5,0,,,,68.37,0.63,,OxfordAstraZeneca,2375,NewlyRecovered,Male Above 30 and Below 65,1641,14
OWID_KOS,Europe,Kosovo,6/28/21,107331,21-Jun,20,12,2262,2,,,,,OxfordAstraZeneca,78410,SeriousCritical,Male Below 30,14445,1388
KWT,Asia,Kuwait,6/28/21,353133,21-Jun,,1738,1943,10,,75.49,0.806,,OxfordAstraZeneca,129307,Mild,Female Above 65,1978,75
KGZ,Asia,Kyrgyzstan,6/28/21,121946,21-Jun,3,904.429,1982,5,,71.45,0.697,,OxfordAstraZeneca,3939640,TotalRecovered,Female Below 30,34630,4076
LAO,Asia,Laos,6/28/21,2110,21-Jun,1,8,3,0,886238,67.92,0.613,,OxfordAstraZeneca,30285,NewlyRecovered,Female Above 30 and Below 65,306,5
LVA,Europe,Latvia,6/28/21,137240,21-Jun,2,55.714,2503,0,646816,75.29,0.866,,OxfordAstraZeneca,800991,SeriousCritical,Male Above 30 and Below 65,24541,2731
LBN,Asia,Lebanon,6/28/21,544520,21-Jun,0,138.429,7845,2,870901,78.93,0.744,,OxfordAstraZeneca,131657484,Mild,Male Below 30,3775,238
LSO,Africa,Lesotho,6/28/21,11239,21-Jun,0,18.857,329,0,,54.33,0.527,,OxfordAstraZeneca,39231,TotalRecovered,Female Above 65,2337,15
LBR,Africa,Liberia,6/28/21,3794,21-Jun,2,97.857,123,3,79670,64.1,0.48,,OxfordAstraZeneca,7895198,NewlyRecovered,Male Above 65,13015,1197
LBY,Africa,Libya,6/28/21,192786,21-Jun,2,249.714,3191,4,,72.91,0.724,,OxfordAstraZeneca,342096,TotalRecovered,Male Above 30 and Below 65,840,23
LIE,Europe,Liechtenstein,6/28/21,3034,21-Jun,5,0.857,59,0,,82.49,0.919,,OxfordAstraZeneca,58452,NewlyRecovered,Male Below 30,37780,4802
LTU,Europe,Lithuania,6/28/21,278689,21-Jun,7,40.286,4381,1,1231196,75.93,0.882,,OxfordAstraZeneca,764791,SeriousCritical,Female Above 65,5810,250
LUX,Europe,Luxembourg,6/28/21,70642,21-Jun,5,15.286,818,0,328962,82.25,0.916,,OxfordAstraZeneca,4183099,Mild,Female Below 30,306,5
MAC,Asia,Macao,6/28/21,,21-Jun,0,,,,229957,84.24,,,OxfordAstraZeneca,11924683,TotalRecovered,Female Above 30 and Below 65,18492,1907
MDG,Africa,Madagascar,6/28/21,42194,21-Jun,10,8.143,909,3,197001,67.04,0.528,,OxfordAstraZeneca,0,TotalRecovered,Male Above 65,4199,3
MWI,Africa,Malawi,6/28/21,35709,21-Jun,10,113.571,1187,5,385242,64.26,0.483,,Moderna,2443605,NewlyRecovered,Male Above 30 and Below 65,5379,171
MYS,Asia,Malaysia,6/28/21,739266,21-Jun,4,5463.857,5001,57,5463128,76.16,0.81,,JohnsonJohnson,0,SeriousCritical,Male Below 30,5731,217
MDV,Asia,Maldives,6/28/21,73482,21-Jun,5,190.429,209,0,,78.92,0.74,,OxfordAstraZeneca,62497,Mild,Female Above 65,36574,4465
MLI,Africa,Mali,6/28/21,14419,21-Jun,4,4.857,525,0,,59.31,0.434,,OxfordAstraZeneca,40,TotalRecovered,Female Below 30,840,23
MLT,Europe,Malta,6/28/21,30612,21-Jun,0,3.143,420,0,357171,82.53,0.895,,OxfordAstraZeneca,1248174,NewlyRecovered,Female Above 30 and Below 65,3198,2
